wiki_movie_id,freebase_movie_id,character_name,actor_gender,actor_height,actor_ethnicity_id,actor_name,freebase_map_id,freebase_character_id,freebase_actor_id,actor_dob,movie_release_date,ethn_name,race,character_description,actor_description
24229100,/m/07kjkz6,,F,1.57,,Kazuko Yoshiyuki,/m/0cv_zxf,,/m/05zs55n,1935-08-09,1974-01-01,,,,"Kazuko Yoshiyuki (吉行和子, Yoshiyuki Kazuko) (born 9 August 1935) is a Japanese actress, voice actress and essayist."
24229100,/m/07kjkz6,,M,,,Shin Kishida,/m/0gc9vk1,,/m/03ccs9p,1939-10-17,1974-01-01,,,,"Shin Kishida (岸田 森, 17 October 1939 – 28 December 1982) was a Japanese television, film, and stage actor."
18296435,/m/04cqrs4,,F,,,Müjde Ar,/m/04lshtr,,/m/04fd3kh,1954-06-21,1986-01-01,,,,"Kamile Suat Ebrem (born 21 June 1954), better known as Müjde Ar, is a Turkish film actress."
32456683,/m/0gyryjt,,M,,,Erwin Geschonneck,/m/0h40xcx,,/m/02qyp1n,1906-12-27,1967-01-01,,,,"Erwin Geschonneck (27 December 1906 – 12 March 2008) was a German actor. His biggest success occurred in the German Democratic Republic, where he was considered one of the most famous actors of the ti..."
175024,/m/017n1b,,F,1.68,,ZaSu Pitts,/m/03jt635,,/m/01lr4p,1894-01-03,1930-01-01,,,,"ZaSu Pitts (; January 3, 1894 – June 7, 1963) was an American actress who, in a career spanning nearly five decades, starred in many silent film dramas, such as Erich von Stroheim's 1924 epic Greed, a..."
18768079,/m/04gvb8t,,F,,,Florence Rice,/m/04lrkll,,/m/041b8d,1907-02-14,1938-07-05,,,,"Florence Davenport Rice (February 14, 1907 – February 23, 1974) was an American film actress."
18768079,/m/04gvb8t,,M,1.86,/m/041rx,Melvyn Douglas,/m/04lrklr,,/m/015gy7,1901-04-05,1938-07-05,Jewish,Middle Eastern,,"Melvyn Douglas (born Melvyn Edouard Hesselberg, April 5, 1901 – August 4, 1981) was an American actor. Douglas came to prominence in 1929 as a suave leading man, perhaps best typified by his performan..."
612710,/m/02wjqm,,M,,,John Lurie,/m/0gc7zjw,,/m/01nz7jg,1952-12-14,1999-10-01,,,,"John Lurie (born December 14, 1952) is an American musician, painter, actor, director, and producer. He co-founded the Lounge Lizards jazz ensemble; has acted in 19 films, including Stranger than Para..."
612710,/m/02wjqm,Sandii,F,1.68,/m/0222qb,Asia Argento,/m/02vcxk_,/m/0h2l6rx,/m/028pzq,1975-09-20,1999-10-01,Italian,European,,"Asia Argento (Italian: [ˈaːzja arˈdʒɛnto]; born Aria Maria Vittoria Rossa Argento; 20 September 1975) is an Italian actress and filmmaker. The daughter of filmmaker Dario Argento, she has had roles in..."
612710,/m/02wjqm,Fox,M,1.83,/m/01qhm_,Christopher Walken,/m/02vbmy1,/m/0gy8nnx,/m/016fjj,1943-03-31,1999-10-01,German,European,,"Christopher Walken (born Ronald Walken; March 31, 1943) is an American actor. His diverse work on stage and screen has earned him numerous accolades including an Academy Award, a BAFTA Award, a Screen..."
612710,/m/02wjqm,,M,1.78,,Willem Dafoe,/m/03jt5xk,,/m/01f7dd,1955-07-22,1999-10-01,,,,"William James ""Willem"" Dafoe ( də-FOH or  DAY-foh; born July 22, 1955) is an American actor. Known for his prolific career portraying diverse roles in both mainstream and arthouse films, he is the rec..."
612710,/m/02wjqm,,M,,,Yoshitaka Amano,/m/0gc714w,,/m/02149s,1952-07-28,1999-10-01,,,,"Yoshitaka Amano (Japanese: 天野 喜孝, born March 26, 1952) is a Japanese visual artist, character designer, illustrator, a scenic designer for theatre and film, and a costume designer. He first came into ..."
612710,/m/02wjqm,Madame Rosa,F,1.57,,Annabella Sciorra,/m/0gcjr12,/m/0h32n8_,/m/0338ws,1960-03-29,1999-10-01,,,,"Annabella Gloria Sciorra ( SHOR-ə, Italian: [ˈʃɔrra]; born March 29, 1960) is an American actress. She came to prominence with her film debut in True Love (1989) and worked steadily throughout the 199..."
612710,/m/02wjqm,,F,1.676,,Gretchen Mol,/m/0gckjs6,,/m/02l6dy,1972-11-08,1999-10-01,,,,"Gretchen Mol (born November 8, 1972) is an American actress. She is known for her role as Gillian Darmody in the HBO series Boardwalk Empire (2010–2014). She also appeared in the films Rounders (1998)..."
31983669,/m/0g4_n3m,Dandy' Mustapha,,,,Yvan Kyrlya,/m/0g4_ndf,/m/0g4_nbm,/m/05zqdwf,1909-03-17,1931-09-30,,,,"Yvan Kyrlya (real name Kirill Ivanovich Ivanov) (Russian: Йыва́н Кы́рла; 17 March 1909, Kupsola – July 1943) was a Mari Soviet actor and poet, famous for his role of Mustafa Fert in the first Soviet s..."
31983669,/m/0g4_n3m,"Tomka Zhigan, leader of the wild boys",M,,,Mikhail Zharov,/m/0g4_ndp,/m/0g4_nbx,/m/07m08h,1899-10-27,1931-09-30,,,,Mikhail Ivanovich Zharov (Russian: Михаи́л Ива́нович Жа́ров; 27 October 1899 – 15 December 1981) was a Soviet and Russian stage and film actor and director. People's Artist of the USSR (1949) and Hero...
31983669,/m/0g4_n3m,,M,,,Vladimir Uralsky,/m/0g4_nfp,,/m/0jt1q2,1887-08-28,1931-09-30,,,,Vladimir Mikhailovich Uralsky (Russian: Владимир Миха́йлович  Уральский) was a Russian and Soviet stage and film actor. Uralsky appeared in more than 100 films.
31983669,/m/0g4_n3m,,F,,,Ekaterina Zelyonaya,/m/0g4_nfy,,/m/09rnmn,1902-11-07,1931-09-30,,,,"Ekaterina Vasilyevna Zelyonaya (Russian: Екатерина Васильевна Зелёная); (7 November [O.S. 25 October] 1901 — 1 April 1991, Moscow), better known by her stage name Rina Zelyonaya, was a Soviet actress,..."
31983669,/m/0g4_n3m,,M,,,Georgiy Zhzhonov,/m/0g4_ng1,,/m/07kt8y,1915-03-22,1931-09-30,,,,"Georgiy Stepanovich Zhzhonov (Russian: Гео́ргий Степа́нович Жжёнов, IPA: [ɡʲɪˈorɡʲɪj sʲtʲɪˈpanəvʲɪdʑ ˈʐːonəf]; 22 March 1915 – 8 December 2005), was a Soviet and Russian stage and film actor and write..."
31983669,/m/0g4_n3m,Nikolai Sergeiev,M,,,Nikolai Batalov,/m/0g4_nd9,/m/0g4_nbj,/m/0jt1lz,1899-12-06,1931-09-30,,,,Nikolai Petrovich Batalov (Russian: Николай Петрович Баталов; 6 December 1899 in Moscow – 10 November 1937 in Moscow) was a Soviet and Russian stage and film actor. He performed in a number of notable...
17715326,/m/047t9rb,,M,,,Graham McNamee,/m/0jz1t0_,,/m/07g4h_,1888-07-10,1935-09-01,,,,"Thomas Graham McNamee (July 10, 1888 – May 9, 1942) was an American radio broadcaster, the medium's most recognized national personality in its first international decade. He originated play-by-play s..."
22087420,/m/05pckh0,,M,,,Peppino De Filippo,/m/05tfhgz,,/m/08392m,1903-08-24,1959-12-22,,,,"Giuseppe ""Peppino"" De Filippo (24 August 1903 – 27 January 1980) was an Italian actor."
156558,/m/014k4y,Yvette,F,1.65,/m/0x67,Taraji P. Henson,/m/0jtx5t,/m/03jnxj_,/m/0blbxk,1970-09-11,2001-06-27,African American,African,,"Taraji Penda Henson ( tə-RAH-jee; born September 11, 1970) is an American actress. She has received several accolades, including a Golden Globe Award as well as nominations for an Academy Award, a Ton..."
156558,/m/014k4y,Jody,M,1.797,/m/0x67,Tyrese Gibson,/m/0jtx5h,/m/03jnxf4,/m/01l1b90,1978-12-30,2001-06-27,African American,African,,"Tyrese Darnell Gibson (born December 30, 1978) is an American R&B singer and actor from Los Angeles, California. He signed with RCA Records in 1998, and released his debut single ""Nobody Else"" in Augu..."
156558,/m/014k4y,,M,,/m/0x67,Anthony Johnson,/m/04q66gt,,/m/0fdb14,1965-01-01,2001-06-27,African American,African,,"Tony Johnson (Australian politician) (1924–2001), Australian politician from New South Wales"
156558,/m/014k4y,Host,F,,/m/0x67,Kym Whitley,/m/03jny9p,/m/03jny9s,/m/08ynj7,1961-06-07,2001-06-27,African American,African,,"Kym Whitley is an American comedian, actress and podcaster. She is known for her roles on television sitcoms, such as My Brother and Me, Sparks, Animal Practice, The Boondocks, Young & Hungry, The Par..."
156558,/m/014k4y,Elderly Woman,F,,,Amentha Dymally,/m/03jny7_,/m/03jny82,/m/03jny8b,1934-07-27,2001-06-27,,,,
156558,/m/014k4y,Rodney,M,1.918,/m/0x67,Snoop Dogg,/m/0jtx5n,/m/03jnx_2,/m/01vw8mh,1971-10-20,2001-06-27,African American,African,,"Calvin Cordozar Broadus Jr. ( BROH-dis; born October 20, 1971), also known by his stage name Snoop Dogg (previously Snoop Doggy Dogg), is an American rapper, singer, songwriter, record producer, media..."
156558,/m/014k4y,Sneed,M,,/m/0x67,Keith Diamond,/m/03jnxyv,/m/03jnxyy,/m/02vqm5_,1962-03-26,2001-06-27,African American,African,,"Keith Diamond (songwriter) (1950–1997), American songwriter and producer"
156558,/m/014k4y,Patrice,F,1.75,/m/0x67,Mo'Nique Imes-Jackson,/m/03jnxw0,/m/03jnxw3,/m/04znsy,1967-12-11,2001-06-27,African American,African,,"Monique Angela Hicks (née Imes; born December 11, 1967), known mononymously as Mo'Nique, is an American stand-up comedian and actress. She has received various accolades, including an Academy Award, B..."
156558,/m/014k4y,Sharika,F,,/m/0x67,Tracey Cherelle Jones,/m/03jnxs7,/m/03jnxsb,/m/043q4nc,1970-12-27,2001-06-27,African American,African,,
156558,/m/014k4y,Kim,F,1.62,/m/0x67,Angell Conwell,/m/03jnxqv,/m/03jnxqy,/m/0cj0pq,1983-08-02,2001-06-27,African American,African,,"Angell Conwell (born August 2, 1983) is an American actress. She is known for her roles as Leslie Michaelson in the CBS daytime soap opera, The Young and the Restless and Lisa Stallworth in the Bounce..."
156558,/m/014k4y,Melvin,M,1.83,/m/0x67,Ving Rhames,/m/03jnxct,/m/03jnxcx,/m/032zg9,1959-05-12,2001-06-27,African American,African,,"Irving Rameses Rhames (; born May 12, 1959) is an American actor. He is best known for portraying IMF Agent Luther Stickell in the Mission: Impossible film series (1996–present) and crime boss Marsell..."
156558,/m/014k4y,Juanita,F,,/m/0x67,Adrienne-Joi Johnson,/m/03jnxq3,/m/03jnxq6,/m/0d26p8,1963-09-03,2001-06-27,African American,African,,"Adrienne-Joi Johnson (born January 2, 1963), also known as A.J. Johnson, is an American actress, choreographer, fitness trainer, and life coach. Acting since 1987, Johnson has made many guest appearan..."
156558,/m/014k4y,Sweetpea,M,1.829,/m/0x67,Omar Gooding,/m/03jnxn4,/m/03jnxn7,/m/05cgxx,1976-10-19,2001-06-27,African American,African,,"Omar Miles Gooding (born October 19, 1976), also known by his stage name Big O, is an American actor and comedian."
9633533,/m/02pml15,,F,,,Girija,/m/04618n3,,/m/02qd2vx,1969-07-20,1989-01-01,,,,"Girija is one of the names of Parvati, the wife of the Hindu god Shiva.  The word in Sanskrit means ""one who is born to mountain (Giri)""."
9633533,/m/02pml15,Unnikrishnan,M,1.72,/m/0dryh9k,Mohanlal,/m/03lzkb6,/m/0h8gsxq,/m/02fbpz,1960-05-21,1989-01-01,Indian,Indian,,"Mohanlal Viswanathan (IPA: [moːhɐnlaːl ʋiʃʋʷɐn̪aːt̪ʰɐn]; born 21 May 1960)), known mononymously as Mohanlal, is an Indian actor, film producer, playback singer, film distributor, and director who pred..."
9633533,/m/02pml15,,M,,,Jagadish,/m/05nqxds,,/m/026xrvd,1958-06-12,1989-01-01,,,,"P. V. Jagadish Kumar (born 12 June 1955), better known mononymously as Jagadish, is an Indian actor, screenwriter, and television presenter. He has starred in over 400 Malayalam films and two Hindi fi..."
9633533,/m/02pml15,,F,,/m/0dryh9k,Sukumari,/m/0664v_1,,/m/0fy2s1,1940-10-06,1989-01-01,Indian,Indian,,"Sukumari Amma (6 October 1940 – 26 March 2013) was an Indian actress best known for her works in Malayalam and Tamil films. In a career spanning more than five decades, She has appeared in more than 2..."
9633533,/m/02pml15,,M,,/m/048sp5,Mukesh,/m/02vchq1,,/m/0bwqq2,1960-10-21,1989-01-01,Ezhava,Indian,,"Mukesh is an epithet for the Hindu god Shiva, and literally means ""conqueror of the Muka demon"". It is commonly used as a male given name in India."
9633533,/m/02pml15,,M,,/m/0dryh9k,Cochin Haneefa,/m/0b6tkd8,,/m/0f2c8g,1951-04-22,1989-01-01,Indian,Indian,,"Cochin Haneefa (22 April 1951 – 2 February 2010) was an Indian actor, film director, and screenwriter. He started his career in the 1970s mainly portraying villainous roles, before going on to become ..."
9633533,/m/02pml15,Advertising Boss,M,,/m/0dryh9k,Manianpilla Raju,/m/0c5m5_2,/m/0h7l1kt,/m/047twb3,1955-01-01,1989-01-01,Indian,Indian,,"Sudheer Kumar (born 20 April 1955), better known by his stage name Maniyanpilla Raju (Malayalam: മണിയൻപിള്ള രാജു), is an Indian actor and producer who works in Malayalam film industry. His debut film ..."
9633533,/m/02pml15,,M,,,M. G. Soman,/m/0gb119v,,/m/07l4md,1941-09-24,1989-01-01,,,,M. G. Soman (28 October 1941 – 12 December 1997) was an Indian actor and former Indian Air Force officer who appeared in Malayalam films. He was one among the leading star actors doing hero roles in M...
9633533,/m/02pml15,,M,,/m/04mvp8,Nedumudi Venu,/m/05nqxdm,,/m/02hkw6,1948-05-22,1989-01-01,Malayali,Indian,,"Kesavan Venugopal (22 May 1948 – 11 October 2021), better known by his stage name Nedumudi Venu, was an Indian actor and screenwriter from Kerala, who predominantly worked in Malayalam cinema. He acte..."
24029843,/m/02rgj5h,Lucy,F,1.68,/m/0bzkm2,Ruby Lin,/m/0crv1yf,/m/0h735qm,/m/04rfng,1976-01-27,2009-01-01,Taiwanese,Asian,,"Ruby Lin Xin-ru (Chinese: 林心如; pinyin: Lín Xīnrú; born January 27, 1976) is a Taiwanese actress, television and film producer, and pop singer. American entertainment critic Derek Elley named Lin as ""T..."
24029843,/m/02rgj5h,Sophie,F,1.63,,Zhang Ziyi,/m/0crt4y4,/m/0h168w0,/m/0jlv5,1979-02-09,2009-01-01,,,,"Zhang Ziyi ([ʈʂáŋ tsɹ̩̀.ǐ]; Chinese: 章子怡; born 9 February 1979), sometimes credited Ziyi Zhang, is a Chinese actress, model, and former dancer. Known for playing independent and strong-willed characte..."
24029843,/m/02rgj5h,Joanna,F,1.68,/m/02p1pl6,Fan Bing-Bing,/m/0cs6q86,/m/0h2x3k1,/m/09wn3y,1981-09-16,2009-01-01,,,,"Fan Bingbing (Chinese: 范冰冰, born 16 September 1981) is a Chinese actress."
